white,black,result,timecontrol
E_RFP300_500,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP300_500,0-1,30+0
E_RFP300_500,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP300_500,0-1,30+0
E_RFP300_500,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP0_500,1-0,30+0
E_RFP0_500,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP100_500,1-0,30+0
E_RFP100_500,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP300_500,0-1,30+0
E_RFP200_0,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP200_0,1-0,30+0
E_RFP300_0,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP300_0,0-1,30+0
E_RFP-100_167,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP-100_167,0-1,30+0
E_RFP0_167,E_RFP100_0,1/2-1/2,30+0
E_RFP100_0,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP0_167,0-1,30+0
E_RFP100_167,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP100_167,1-0,30+0
E_RFP200_167,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP200_167,0-1,30+0
E_RFP300_167,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP300_167,1/2-1/2,30+0
E_RFP-100_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP-100_333,0-1,30+0
E_RFP0_333,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP0_333,0-1,30+0
E_RFP100_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP100_333,0-1,30+0
E_RFP200_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP200_333,1-0,30+0
E_RFP300_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP300_333,1-0,30+0
E_RFP-100_500,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP-100_500,1/2-1/2,30+0
E_RFP-100_500,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP-100_500,1/2-1/2,30+0
E_RFP-100_500,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP-100_500,1/2-1/2,30+0
E_RFP0_500,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP0_500,1-0,30+0
E_RFP0_500,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP0_500,1/2-1/2,30+0
E_RFP0_500,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP0_500,1/2-1/2,30+0
E_RFP0_500,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP0_500,1/2-1/2,30+0
E_RFP0_500,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP0_500,1-0,30+0
E_RFP0_500,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP0_500,1-0,30+0
E_RFP0_500,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP0_500,1/2-1/2,30+0
E_RFP0_500,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP0_500,1/2-1/2,30+0
E_RFP0_500,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP0_500,0-1,30+0
E_RFP100_500,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP100_500,1-0,30+0
E_RFP100_500,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP100_500,1-0,30+0
E_RFP100_500,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP100_500,0-1,30+0
E_RFP100_500,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP100_500,0-1,30+0
E_RFP200_500,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP200_500,1-0,30+0
E_RFP200_500,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP200_500,1-0,30+0
E_RFP200_500,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP100_333,1-0,30+0
E_RFP100_333,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP0_500,0-1,30+0
E_RFP0_500,E_RFP200_500,0-1,30+0
E_RFP200_500,E_RFP100_500,1/2-1/2,30+0
E_RFP100_500,E_RFP200_500,1/2-1/2,30+0
E_RFP300_500,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP300_500,0-1,30+0
E_RFP300_500,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP300_500,0-1,30+0
E_RFP300_500,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP300_500,0-1,30+0
E_RFP300_500,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP0_500,1-0,30+0
E_RFP0_500,E_RFP300_500,1-0,30+0
E_RFP300_500,E_RFP100_500,1-0,30+0
E_RFP100_500,E_RFP300_500,1/2-1/2,30+0
E_RFP300_500,E_RFP200_500,1/2-1/2,30+0
E_RFP200_500,E_RFP300_500,1/2-1/2,30+0
E_RFP200_0,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP200_0,1-0,30+0
E_RFP300_0,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP300_0,0-1,30+0
E_RFP-100_167,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP-100_167,1-0,30+0
E_RFP0_167,E_RFP100_0,1/2-1/2,30+0
E_RFP100_0,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP0_167,1-0,30+0
E_RFP100_167,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP100_167,0-1,30+0
E_RFP100_167,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP100_167,1/2-1/2,30+0
E_RFP200_167,E_RFP100_0,1/2-1/2,30+0
E_RFP100_0,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP200_167,1-0,30+0
E_RFP300_167,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP-100_167,1-0,30+0
E_RFP-100_167,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP300_167,0-1,30+0
E_RFP-100_333,E_RFP100_0,1/2-1/2,30+0
E_RFP100_0,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_0,1/2-1/2,30+0
E_RFP300_0,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP-100_333,1/2-1/2,30+0
E_RFP0_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP0_167,1/2-1/2,30+0
E_RFP0_167,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP200_167,0-1,30+0
E_RFP200_167,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP0_333,1/2-1/2,30+0
E_RFP0_333,E_RFP-100_333,1-0,30+0
E_RFP-100_333,E_RFP0_333,1-0,30+0
E_RFP100_333,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP100_333,0-1,30+0
E_RFP100_333,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP100_333,1-0,30+0
E_RFP200_333,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP200_0,0-1,30+0
E_RFP200_0,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP300_0,0-1,30+0
E_RFP300_0,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP0_167,1-0,30+0
E_RFP0_167,E_RFP200_333,1-0,30+0
E_RFP200_333,E_RFP100_167,1/2-1/2,30+0
E_RFP100_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP200_167,1-0,30+0
E_RFP200_167,E_RFP200_333,0-1,30+0
E_RFP200_333,E_RFP300_167,0-1,30+0
E_RFP300_167,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP-100_333,0-1,30+0
E_RFP-100_333,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP0_333,0-1,30+0
E_RFP0_333,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP200_333,1/2-1/2,30+0
E_RFP300_333,E_RFP100_0,1-0,30+0
E_RFP100_0,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP200_0,1/2-1/2,30+0
E_RFP200_0,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP-100_167,0-1,30+0
E_RFP-100_167,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP300_333,1-0,30+0
E_RFP300_333,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP300_167,1-0,30+0
E_RFP300_167,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP-100_333,1/2-1/2,30+0
E_RFP-100_333,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP0_333,1-0,30+0
E_RFP0_333,E_RFP300_333,1/2-1/2,30+0
E_RFP300_333,E_RFP100_333,1/2-1/2,30+0
E_RFP100_333,E_RFP300_333,0-1,30+0
E_RFP300_333,E_RFP200_333,1/2-1/2,30+0
E_RFP200_333,E_RFP300_333,1-0,30+0
E_RFP-100_500,E_RFP100_0,0-1,30+0
E_RFP100_0,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP200_0,1-0,30+0
E_RFP200_0,E_RFP-100_500,1/2-1/2,30+0
E_RFP-100_500,E_RFP300_0,1-0,30+0
E_RFP300_0,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP-100_167,1/2-1/2,30+0
E_RFP-100_167,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP0_167,0-1,30+0
E_RFP0_167,E_RFP-100_500,0-1,30+0
E_RFP-100_500,E_RFP100_167,1-0,30+0
E_RFP100_167,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP200_167,1/2-1/2,30+0
E_RFP200_167,E_RFP-100_500,1-0,30+0
E_RFP-100_500,E_RFP300_167,1/2-1/2,30+0
E_RFP300_167,E_RFP-100_500,1/2-1/2,30+0
E_RFP-100_500,E_RFP-100_333,0-1,30+0
